headline_year,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
independent,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,4,3,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0
index,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,2,3,5,3,4,0,18,98,12,10,31,18,42,85,28,13,11,9,11,32,17,4,5,1,6,3,1,4,3,1,2,1,3,2,0,0
india,13,5,3,4,12,9,6,17,11,6,14,5,11,3,3,7,28,1,5,7,4,4,7,3,5,5,4,2,2,5,6,1,3,4,2,0,2,1,3,5,5,3,0,0,0,4,4,6,7,3,3,5,1,6,9
indian,1,3,2,1,4,1,7,10,0,1,6,2,1,4,7,4,4,4,2,3,2,6,5,0,0,3,3,4,1,1,0,1,3,3,4,1,2,0,0,7,2,3,0,1,2,1,1,1,2,1,1,1,2,1,2
indians,2,0,1,0,1,2,0,3,1,1,2,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
indias,0,2,0,0,0,1,1,1,0,1,1,3,0,1,3,2,0,2,0,0,0,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,3,0,0,1,1,2
indira,0,0,0,0,0,0,0,0,0,0,0,5,8,7,10,5,7,6,1,0,6,1,7,3,2,1,5,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indon,0,0,0,0,0,0,0,0,0,23,38,19,10,6,9,4,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
indonesia,8,0,15,13,12,6,3,6,13,14,4,8,3,4,4,3,1,3,5,2,5,4,0,3,2,1,5,2,3,2,4,6,6,4,5,5,4,6,8,4,5,4,3,9,2,3,13,6,6,4,2,3,5,3,4
indonesian,0,1,5,5,3,3,2,1,14,12,3,4,0,0,0,0,0,1,1,0,1,0,0,1,1,2,3,0,1,0,0,3,2,2,4,2,2,7,1,2,0,2,3,4,0,1,3,2,4,0,2,0,2,0,0
indonesians,0,0,0,4,0,0,2,1,4,14,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,2,1,0,1,0,1,0,0,1,1,0,1,0,1,1
indonesias,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,2,0,0,1,2,0,3,0,0,0,1,1
industrial,0,0,1,0,0,3,3,2,1,2,0,0,3,0,0,0,2,0,0,0,1,0,1,1,4,1,4,2,1,0,0,1,1,0,0,2,0,2,1,2,3,4,2,1,0,0,0,0,1,1,1,0,0,0,2
industries,0,0,0,1,0,0,1,3,0,0,1,0,0,0,2,1,1,0,2,0,0,0,0,0,1,1,5,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
industry,1,2,3,5,3,5,4,3,3,2,1,0,3,0,7,3,1,2,2,4,1,0,0,0,8,4,8,4,3,2,1,0,1,2,2,1,1,2,0,2,1,3,1,1,2,0,2,1,2,1,4,0,1,0,1
inflation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,3,1,0,3,0,4,2,5,0,1,0,0,1,0,0,2,0,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,2,9,1
influence,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,1,0,1,2,0,3,1,1,1,0,0,0,1,1,2,0,1,1,2
information,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
injured,7,12,12,5,6,7,10,5,3,4,1,1,4,2,2,8,8,4,2,3,2,0,3,2,2,2,0,1,0,3,1,1,0,1,0,3,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1
injures,2,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
inquiry,3,2,8,7,12,3,6,5,2,3,5,1,0,5,3,2,0,6,4,1,1,1,1,0,0,0,5,0,3,4,1,8,10,3,0,0,0,3,2,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
inside,0,1,1,3,1,0,0,1,0,2,2,1,0,2,3,1,1,6,3,2,1,2,0,5,6,1,0,6,3,1,3,1,9,4,2,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
insider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
insight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
inspector,1,4,1,0,6,0,0,0,2,1,3,1,0,2,0,0,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
instant,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,1,0,2,3,0,1,2,2,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,2,1,0,1,0,0,0,0,0
instead,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0
institute,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
insurance,0,0,1,2,0,1,1,1,0,0,0,1,0,1,4,1,0,1,0,0,0,0,0,0,0,3,4,0,0,0,1,0,1,3,2,0,0,1,1,2,1,2,2,0,3,0,0,0,1,4,0,0,1,1,2
intake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
intelligence,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
interests,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interim,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
international,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,1,1,0,0,1,1,1,0,2,0,3,1,0,1,1,2,1,0,0,3,2,0,0,0,0,0,0,1,1,1
internet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,4,3,4,2,0,2,1,1,1,1,2,2
interpol,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
invasion,0,0,1,2,0,0,2,2,3,1,2,0,0,2,1,3,4,1,0,0,0,1,2,0,2,2,1,0,0,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
invest,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,4,2,1,0,3,0,0,1,1,2,0,0,2,1,1,9,2,3,2,5,3,2,1,1,0,3,0,0,1,0,0,1,0,0,1,1,1,1,0,0
investing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,5,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
investment,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,1,0,2,2,1,0,4,1,0,1,1,4,9,0,0,3,3,4,3,5,3,4,1,2,1,1,0,0,0,2,0,0,1,1,1
investments,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,2,2,1,0,0,0,2,1,9,4,4,0,1,0,1,2,1,1,0,0,0,1,2,1,2
investors,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,4,0,1,1,0,0,0,0,0,1,1,1,0,0,1,4,4,3,3,2,1,0,3,3,6,3,1,0,3,3,5,2,4,4,2,2,0,1,5,4
invitation,0,0,0,2,2,1,1,2,3,2,5,0,1,0,1,0,1,1,2,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invite,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
invited,1,0,0,3,0,2,0,0,0,1,1,2,0,0,1,1,1,0,1,1,2,0,3,0,1,1,1,0,1,0,3,1,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
invites,0,1,2,1,0,2,2,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
involved,0,0,0,1,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,1,1,4,2,0,0,0,3,1,0,1,1,0,2,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ipoh,3,5,5,3,0,2,1,3,0,4,3,0,0,1,1,1,1,0,1,2,2,4,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ira,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,2,3,3,4,5,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iran,0,0,0,0,0,0,0,1,0,0,1,0,1,4,1,0,1,0,1,4,4,5,3,5,12,12,2,4,0,4,0,1,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
iraq,0,1,1,6,2,0,1,0,5,0,1,1,0,0,0,4,0,1,1,0,1,0,1,1,1,5,1,1,2,3,0,0,3,0,0,6,8,0,7,0,0,1,0,0,0,0,0,4,9,4,0,0,3,0,0
iraqi,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
irish,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
iron,1,1,2,1,1,1,3,4,3,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
isa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,11,7,0,2,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,2,0,2
islam,1,1,0,4,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,1
islamic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,1,4,5,1,0,2,1,0,0,0
island,0,5,3,1,5,5,3,2,6,2,3,1,1,1,2,4,0,0,0,1,1,2,2,1,1,2,0,0,1,1,4,1,1,2,4,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0
islands,2,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
isle,1,1,1,0,1,3,2,1,2,1,1,0,1,1,0,1,2,0,0,2,0,1,2,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
ismail,1,0,4,2,6,3,2,3,6,6,11,3,3,3,10,8,7,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
israel,1,3,3,0,0,3,1,1,0,0,0,1,2,2,15,22,5,3,16,13,12,10,7,5,1,0,5,5,0,2,0,0,1,2,0,1,2,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,2,2
israeli,0,1,2,0,0,0,0,3,0,0,0,2,4,3,22,14,3,3,3,6,4,2,4,3,2,2,3,3,0,1,2,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
israelis,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,6,1,1,5,6,2,0,0,4,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
issue,1,1,2,2,3,7,3,1,5,5,3,0,3,0,2,3,0,0,2,1,2,2,4,4,1,2,14,2,1,5,3,1,4,5,7,3,3,3,4,2,3,6,3,1,4,1,1,3,4,4,1,1,0,1,3
issues,1,0,1,0,1,0,0,0,1,1,0,2,2,1,2,1,0,0,1,3,3,1,0,3,4,4,5,3,1,6,2,0,5,3,4,0,0,3,3,1,7,10,0,0,3,0,2,2,1,3,0,3,3,3,3
istana,0,0,0,0,1,1,4,2,0,2,1,2,0,2,0,1,0,2,0,0,0,1,0,1,2,0,4,0,2,3,1,1,1,3,5,1,4,0,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
italian,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
italy,1,0,0,1,1,1,2,0,0,3,0,1,0,1,2,3,1,0,0,1,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
items,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ive,0,0,2,0,1,0,0,2,1,0,0,1,1,2,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
jack,0,0,0,0,1,0,3,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,1,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
jackie,0,1,0,0,0,1,2,2,0,0,3,0,0,3,2,2,0,0,1,0,2,4,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
jackpot,0,15,31,15,0,0,0,0,4,1,8,1,2,2,2,1,1,3,0,2,0,0,1,1,0,0,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jail,15,7,8,16,7,3,6,5,9,0,4,6,1,7,9,8,3,6,0,6,3,7,5,7,2,3,4,0,3,6,6,4,4,6,4,3,5,3,3,9,4,5,4,3,6,3,6,8,2,4,12,10,1,6,14
jailed,7,6,2,4,2,3,3,2,3,4,0,3,0,3,2,4,3,8,6,7,7,4,6,4,2,3,2,1,0,10,5,8,4,7,6,2,0,0,3,8,4,4,5,3,7,4,3,1,3,3,6,6,2,10,14
jakarta,6,5,13,31,12,13,7,13,54,24,17,35,15,20,8,14,3,7,4,8,7,3,10,8,3,2,4,4,2,3,3,10,3,9,5,7,5,1,2,7,8,5,2,27,12,8,12,29,9,4,5,4,2,0,5
jakartas,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,1,3,3,4,1,0,0,0,1,0
jam,3,0,1,3,3,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
james,2,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jams,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,3,1,1,1,1,0
jan,2,0,1,2,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,0,2,0,2,2,4,0,1,0,1,2,1,1,4,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0
january,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,2,1,1,2,1,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
japan,6,4,11,8,7,6,6,3,11,7,8,7,2,7,8,11,11,9,15,13,12,6,16,7,14,10,7,11,11,8,6,13,16,8,11,13,5,4,12,13,21,12,4,13,2,5,5,9,3,6,1,3,1,6,9
japanese,0,3,1,3,8,1,1,0,4,2,3,1,3,1,2,3,2,2,2,2,1,1,0,2,3,1,4,2,9,7,6,9,5,6,5,1,2,5,6,5,3,5,0,1,1,3,1,4,4,0,2,1,0,0,1
japans,0,1,0,0,1,0,0,1,3,0,3,2,0,1,2,0,0,2,2,2,2,0,0,0,3,2,1,3,4,0,1,2,3,2,1,0,2,1,3,4,3,1,0,0,1,0,6,3,1,1,1,0,1,1,1
java,1,0,3,3,1,0,2,2,3,2,1,0,2,4,1,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0
jaya,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,8,5,0,0,2,1,3,0,3,1,0,1,0,0,0,2,0,1,0,1,1,0
jb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,3,3,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,2,2
jc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,1,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,2,0
jet,5,8,5,5,5,6,8,7,2,5,5,5,1,2,12,15,9,10,4,10,7,2,3,1,1,2,0,6,3,1,3,0,0,2,0,1,0,0,2,0,1,1,1,0,0,2,2,0,1,1,0,0,0,2,2
jets,3,5,1,4,4,3,3,6,5,4,7,3,7,6,12,10,3,5,3,2,1,2,0,2,0,0,2,3,1,1,4,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,2
jewellery,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jewels,3,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,5,13,5,7,12,12,4,1,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,4,2,5,4,3
jiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,5,4,2,1,1,4,3,0,1,0,0,0,0,0
jitters,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2
job,9,14,6,14,9,6,0,5,4,3,4,5,3,5,4,4,2,0,4,4,0,5,4,4,4,5,6,10,5,5,2,4,4,3,4,3,3,1,1,6,1,1,0,11,3,2,8,6,7,6,5,2,5,5,8
jobless,1,0,0,7,4,2,1,1,1,1,0,0,1,0,0,0,0,1,2,2,0,1,2,2,0,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,8,4,5,0,0,0,1,6
jobs,7,4,10,6,8,4,0,1,4,5,3,2,3,7,7,6,4,1,2,3,4,2,3,2,9,4,8,3,8,2,9,6,3,0,1,1,2,1,0,3,2,3,5,8,5,2,6,13,12,6,6,5,7,6,18
jockey,4,1,0,3,0,0,2,0,0,0,0,2,1,0,1,0,1,0,1,3,0,3,2,0,1,0,1,0,3,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jockeys,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john,4,2,1,3,0,1,2,3,6,0,0,0,2,1,4,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
johnson,0,0,0,0,0,0,0,2,1,6,0,5,4,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,2,6,5,5,4,14,6,5,3,1,1,2,5,1,1,0,1,0,0,0,2,1,1,1,0
johore,20,12,12,12,12,5,8,4,6,9,10,5,4,7,3,3,7,2,1,5,0,4,2,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
join,3,4,7,11,7,1,3,3,8,4,2,6,7,4,5,4,3,1,1,3,2,1,3,0,3,2,6,5,8,5,4,2,3,1,6,0,3,2,3,1,1,2,1,1,0,3,3,0,0,1,3,1,2,0,1
joins,4,4,2,1,3,0,0,0,1,4,2,1,2,3,1,6,2,1,5,0,0,0,2,0,1,0,3,2,3,3,2,0,3,0,1,1,2,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1
joint,0,1,0,2,2,3,2,3,1,4,2,3,2,11,8,5,3,6,4,5,4,1,5,6,4,4,3,5,2,2,1,2,4,4,6,5,1,1,2,5,3,2,0,1,0,0,1,0,2,1,0,1,0,1,0
joke,1,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jolt,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
jones,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,1,0,87,103,120,122,47,1,0,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
jordan,0,2,5,2,0,0,0,3,2,0,1,2,1,5,5,10,2,1,2,2,3,1,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
journal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
journalist,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
journey,1,1,0,1,1,2,1,1,0,0,2,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0
joy,2,4,5,2,5,3,1,7,6,0,3,5,4,3,1,6,2,5,1,1,3,5,2,4,7,4,4,3,5,7,1,5,4,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
jtc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0
judge,3,5,4,1,4,1,2,4,2,0,4,1,1,6,2,5,0,0,0,3,1,6,2,2,3,2,2,3,4,2,3,1,2,3,5,1,2,3,1,4,4,4,1,0,2,2,0,2,0,0,1,2,0,1,2
judges,1,2,2,3,0,1,0,0,1,0,1,1,1,1,2,2,0,0,1,0,0,1,0,1,0,2,2,1,1,1,0,1,2,1,0,1,0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,1,0,2,0
